datasets/vf_shaking_correct/aug167_LgaseHqPs6RKOlYt.mp4 1
datasets/vf_shaking_wrong/aug132_nneoNLlV90mArYnb.mp4 2
datasets/tapping_vf/KnBoR8lPi5tm7VW5.mp4 0
datasets/vf_shaking_wrong/E4pl8TzYMft6XcVZ.mp4 2
datasets/tapping_vf/etUMD3zm4iTW5SnI.mp4 0
datasets/vf_shaking_correct/uH8ES3EUQSlk9XHS.mp4 1
datasets/tapping_vf/xz6GXsWu1s37vFnj.mp4 0
datasets/tapping_vf/aug279_jxALhMhHdqcZqWuV.mp4 0
datasets/vf_shaking_correct/aug164_iKvyIWunphe0SGP4.mp4 1
datasets/vf_shaking_correct/4JxgvK5j2VjvLnUY.mp4 1
datasets/vf_shaking_correct/aug160_U6zvOCQUJGB1SCnL.mp4 1
datasets/tapping_vf/aug187_HQ7VDvOksaZOziow.mp4 0
datasets/vf_shaking_correct/aug299_LE1M79Iz0jEKceXn.mp4 1
datasets/vf_shaking_correct/aug83_fVf3Rq3MfDkP8vF8.mp4 1
datasets/vf_shaking_correct/aug304_stI9ScilQkLB7P89.mp4 1
datasets/vf_shaking_wrong/un2E47M2lYTqbP4N.mp4 2
datasets/vf_shaking_correct/kaDPgT1DEhl6gVJx.mp4 1
datasets/vf_shaking_correct/7PRpp8QkmXDRkAWa.mp4 1
datasets/tapping_vf/aug9_xkR7Ddd9Qjw1QtrB.mp4 0
datasets/tapping_vf/59xDDLnKtT58TXpU.mp4 0
datasets/vf_shaking_wrong/aug200_xByDRwddGaY9uSkN.mp4 2
datasets/vf_shaking_wrong/aug199_01zWTw1Qmwin0BAS.mp4 2
datasets/tapping_vf/aug219_6IOkKNHW83T388ta.mp4 0
datasets/vf_shaking_wrong/5Ae3oY5kHU2jrD1b.mp4 2
datasets/tapping_vf/aug183_k64yFbrdrawHCksv.mp4 0
datasets/vf_shaking_correct/aug135_5v56gRFl0oIUIUwv.mp4 1
datasets/vf_shaking_wrong/WL9sk6ralvwoiMHV.mp4 2
datasets/tapping_vf/aug222_YUgTxc60NucVZ6zk.mp4 0
datasets/vf_shaking_correct/GioeDokwNfBMkhlc.mp4 1
datasets/vf_shaking_wrong/aug134_zogIMwuOx3N7pcfe.mp4 2
datasets/vf_shaking_correct/I8YWcpAIVKlnthyh.mp4 1
datasets/tapping_vf/aug178_SPoXQLinyzJ1MrvQ.mp4 0
datasets/tapping_vf/ruI8KzPZwrPx7kkd.mp4 0
datasets/vf_shaking_wrong/rjQ7OfGoQIMf61Y7.mp4 2
datasets/tapping_vf/aY5ADZ3qeJXEQ95e.mp4 0
datasets/vf_shaking_wrong/rkxjjhmc0lJ5hakb.mp4 2
